File;Begin Time - hh:mm:ss.ms;Trial;Part;Subject;Scope;Words;Gesture;Dimension;Handshape;N Hands;Comment;Speech;Translation;comment;Grammar;General comments;
tur16;00:01:56.925;5;1;voice;Thickness;;;;;;;Ikincisi daha kalin bir erkek sesi;The second one is a more thick male voice;;;;
tur16;00:01:56.925;5;1;voice;Thickness;;;;;;;Ikincisi daha kalin bir erkek sesi;The second one is a more thick male voice;;;;
tur16;00:01:59.161;5;1;voice;Thickness;kalin;1;vert;other;1;gesture before;Ikincisi daha kalin bir erkek sesi;The second one is a more thick male voice;;;;
tur16;00:01:59.161;5;1;voice;Thickness;kalin;1;vert;other;1;gesture before;Ikincisi daha kalin bir erkek sesi;The second one is a more thick male voice;;;;
tur16;00:02:34.768;6;1;voice;Thickness;;;;;;;Ve baya kalin bir erkek sesi;And a quite thick male voice;;;;
tur16;00:02:34.768;6;1;voice;Thickness;;;;;;;Ve baya kalin bir erkek sesi;And a quite thick male voice;;;;
tur16;00:02:36.227;6;1;voice;Thickness;kalin;1;vert;point;1;gesture before;Ve baya kalin bir erkek sesi;And a quite thick male voice;;;;
tur16;00:02:36.227;6;1;voice;Thickness;kalin;1;vert;point;1;gesture before;Ve baya kalin bir erkek sesi;And a quite thick male voice;;;;
tur16;00:02:49.900;;;;;;;;;;Nothing in trial 7;;;;;;
tur16;00:02:49.900;;;;;;;;;;Nothing in trial 7;;;;;;
tur16;00:03:18.400;;;;;;;;;;Nothing in trial 8;;;;;;
tur16;00:03:18.400;;;;;;;;;;Nothing in trial 8;;;;;;
tur16;00:03:34.401;9;1;none;Thickness;;;;;;;Birincisi baya kalin;The first one is quite thick;;;;
tur16;00:03:34.401;9;1;none;Thickness;;;;;;;Birincisi baya kalin;The first one is quite thick;;;;
tur16;00:03:35.132;9;1;none;Thickness;kalin;0;;;;;Birincisi baya kalin;The first one is quite thick;;;;
tur16;00:03:35.132;9;1;none;Thickness;kalin;0;;;;;Birincisi baya kalin;The first one is quite thick;;;;
tur16;00:03:48.450;;;;;;;;;;Nothing in trial 10;;;;;;
tur16;00:03:48.450;;;;;;;;;;Nothing in trial 10;;;;;;
tur16;00:04:29.200;;;;;;;;;;Nothing in trial 11;;;;;;
tur16;00:04:29.200;;;;;;;;;;Nothing in trial 11;;;;;;
tur16;00:04:49.650;;;;;;;;;;Nothing in trial 12;;;;;;
tur16;00:04:49.650;;;;;;;;;;Nothing in trial 12;;;;;;
tur16;00:05:07.301;13;1;none;Thickness;;;;;;;Birincisine gÌ¦re ikincisi cok cok daha kalin;As compared to the first one, the second one is much much more thick;;;;
tur16;00:05:07.301;13;1;none;Thickness;;;;;;;Birincisine gÌ¦re ikincisi cok cok daha kalin;As compared to the first one, the second one is much much more thick;;;;
tur16;00:05:11.602;13;1;none;Thickness;kalin;1;vert;flat H;1;gesture before;Birincisine gÌ¦re ikincisi cok cok daha kalin;As compared to the first one, the second one is much much more thick;;;;
tur16;00:05:11.602;13;1;none;Thickness;kalin;1;vert;flat H;1;gesture before;Birincisine gÌ¦re ikincisi cok cok daha kalin;As compared to the first one, the second one is much much more thick;;;;
tur16;00:05:23.496;14;1;none;Thickness;;;;;;;Ikincisi cok cok kalin;The second one is very very thick;;;;
tur16;00:05:23.496;14;1;none;Thickness;;;;;;;Ikincisi cok cok kalin;The second one is very very thick;;;;
tur16;00:05:24.462;14;1;none;Thickness;kalin;1;vert;other;1;gesture before;Ikincisi cok cok kalin;The second one is very very thick;;;;
tur16;00:05:24.462;14;1;none;Thickness;kalin;1;vert;other;1;gesture before;Ikincisi cok cok kalin;The second one is very very thick;;;;
tur16;00:05:35.650;;;;;;;;;;Nothing in trial 15;;;;;;
tur16;00:05:35.650;;;;;;;;;;Nothing in trial 15;;;;;;
tur16;00:05:53.350;;;;;;;;;;Nothing in trial 16;;;;;;
tur16;00:05:53.350;;;;;;;;;;Nothing in trial 16;;;;;;
tur16;00:06:11.162;17;1;voice;Thickness;;;;;;;Daha kalin bir erkek sesi;A more thick male voice;;;;
tur16;00:06:11.162;17;1;voice;Thickness;;;;;;;Daha kalin bir erkek sesi;A more thick male voice;;;;
tur16;00:06:11.505;17;1;voice;Thickness;kalin;0;;;;;Daha kalin bir erkek sesi;A more thick male voice;;;;
tur16;00:06:11.505;17;1;voice;Thickness;kalin;0;;;;;Daha kalin bir erkek sesi;A more thick male voice;;;;
tur16;00:06:27.700;;;;;;;;;;;;Nothing in trial 18;;;;
tur16;00:06:27.700;;;;;;;;;;;;Nothing in trial 18;;;;
tur16;00:06:46.602;19;;;;;;;;;;;;;;;
tur16;00:06:46.602;19;;;;;;;;;;;;;;;
tur16;00:06:46.840;19;1;none;Thickness;;;;;;;Bir cok ince;One very thin;;;;
tur16;00:06:46.840;19;1;none;Thickness;;;;;;;Bir cok ince;One very thin;;;;
tur16;00:06:48.011;19;;;;ince;0;;;;;;;;;;
tur16;00:06:48.011;19;;;;ince;0;;;;;;;;;;
tur16;00:06:49.335;19;2;voice;Thickness;;;;;;;Bir ondan biraz daha kalin bayan sesi;One female voice a little more thick than that one;;;;
tur16;00:06:49.335;19;2;voice;Thickness;;;;;;;Bir ondan biraz daha kalin bayan sesi;One female voice a little more thick than that one;;;;
tur16;00:06:50.185;19;2;voice;Thickness;kalin;0;;;;;Bir ondan biraz daha kalin bayan sesi;One female voice a little more thick than that one;;;;
tur16;00:06:50.185;19;2;voice;Thickness;kalin;0;;;;;Bir ondan biraz daha kalin bayan sesi;One female voice a little more thick than that one;;;;
tur16;00:07:02.892;20;;;;;;;;;;;;;;;
tur16;00:07:02.892;20;;;;;;;;;;;;;;;
tur16;00:07:03.057;20;1;voice;Thickness;;;;;;;Baya kalin erkek sesi;Quite thick male voice;;;;
tur16;00:07:03.057;20;1;voice;Thickness;;;;;;;Baya kalin erkek sesi;Quite thick male voice;;;;
tur16;00:07:03.328;20;1;voice;Thickness;kalin;0;;;;;Baya kalin erkek sesi;Quite thick male voice;;;;
tur16;00:07:03.328;20;1;voice;Thickness;kalin;0;;;;;Baya kalin erkek sesi;Quite thick male voice;;;;
tur16;00:07:06.987;20;2;voice;Thickness;;;;;;;Cok ince bir bayan sesi;A very thin female sound;;;;
tur16;00:07:06.987;20;2;voice;Thickness;;;;;;;Cok ince bir bayan sesi;A very thin female sound;;;;
tur16;00:07:07.213;20;2;voice;Thickness;ince;0;;;;;Cok ince bir bayan sesi;A very thin female sound;;;;
tur16;00:07:07.213;20;2;voice;Thickness;ince;0;;;;;Cok ince bir bayan sesi;A very thin female sound;;;;
tur16;00:07:30.100;;;;;;;;;;Nothing in trial 21;;;;;;
tur16;00:07:30.100;;;;;;;;;;Nothing in trial 21;;;;;;
tur16;00:08:10.494;22;1;tone;Height;;;;;;;Galiba ikincisinin tonu daha dusuk;Probably the second one's tone is more fallen;;;;
tur16;00:08:10.494;22;1;tone;Height;;;;;;;Galiba ikincisinin tonu daha dusuk;Probably the second one's tone is more fallen;;;;
tur16;00:08:11.897;22;1;tone;Height;dusuk;0;;;;;Galiba ikincisinin tonu daha dusuk;Probably the second one's tone is more fallen;;;;
tur16;00:08:11.897;22;1;tone;Height;dusuk;0;;;;;Galiba ikincisinin tonu daha dusuk;Probably the second one's tone is more fallen;;;;
tur16;00:08:42.778;23;;;;;;;;;;;;;;;
tur16;00:08:42.778;23;;;;;;;;;;;;;;;
tur16;00:08:42.942;23;1;none;Thickness;;;;;;;Bir cok ince;One very thin ;;;;
tur16;00:08:42.942;23;1;none;Thickness;;;;;;;Bir cok ince;One very thin ;;;;
tur16;00:08:43.288;23;1;none;Thickness;ince;0;;;;;Bir cok ince;One very thin ;;;;
tur16;00:08:43.288;23;1;none;Thickness;ince;0;;;;;Bir cok ince;One very thin ;;;;
tur16;00:08:43.596;23;2;none;Thickness;;;;;;;Bir cok kalin;One very thick;;;;
tur16;00:08:43.596;23;2;none;Thickness;;;;;;;Bir cok kalin;One very thick;;;;
tur16;00:08:43.965;23;2;none;Thickness;kalin;0;;;;;Bir cok kalin;One very thick;;;;
tur16;00:08:43.965;23;2;none;Thickness;kalin;0;;;;;Bir cok kalin;One very thick;;;;
tur16;00:08:56.192;24;1;none;Thickness;;;;;;;Ikincisi birincisine gÌ¦ra daha kalin;The second one is more thick as compared to the first one;;;;
tur16;00:08:56.192;24;1;none;Thickness;;;;;;;Ikincisi birincisine gÌ¦ra daha kalin;The second one is more thick as compared to the first one;;;;
tur16;00:08:57.709;24;1;none;Thickness;kalin;1;vert;flat H;1;gesture before;Ikincisi birincisine gÌ¦ra daha kalin;The second one is more thick as compared to the first one;;;;
tur16;00:08:57.709;24;1;none;Thickness;kalin;1;vert;flat H;1;gesture before;Ikincisi birincisine gÌ¦ra daha kalin;The second one is more thick as compared to the first one;;;;
tur16;00:09:11.970;25;1;tone;Height;;;;;;;Ikincisinin tonu daha dusuk;The second one's tone is more fallen;;;;
tur16;00:09:11.970;25;1;tone;Height;;;;;;;Ikincisinin tonu daha dusuk;The second one's tone is more fallen;;;;
tur16;00:09:13.731;25;1;tone;Height;dusuk;1;vert;point;1;gesture before;Ikincisinin tonu daha dusuk;The second one's tone is more fallen;;;;
tur16;00:09:13.731;25;1;tone;Height;dusuk;1;vert;point;1;gesture before;Ikincisinin tonu daha dusuk;The second one's tone is more fallen;;;;
tur17;00:00:40.869;1;;;;;;;;;;;;;;;
tur17;00:00:40.869;1;;;;;;;;;;;;;;;
tur17;00:00:56.407;1;;;;;;;;;;Ilki biraz daha tizdi. Evet, ilki biraz daha tizdi ama asriri tiz degil.;The first one was a bit more shrill. Yes, the first one was a bit more shrill, but not excessively shrill.;;;;
tur17;00:00:56.407;1;;;;;;;;;;Ilki biraz daha tizdi. Evet, ilki biraz daha tizdi ama asriri tiz degil.;The first one was a bit more shrill. Yes, the first one was a bit more shrill, but not excessively shrill.;;;;
tur17;00:00:57.251;1;;;;tiz;;;;;;Ilki biraz daha tizdi. Evet, ilki biraz daha tizdi ama asriri tiz degil.;The first one was a bit more shrill. Yes, the first one was a bit more shrill, but not excessively shrill.;;#NAVN?;;
tur17;00:00:57.251;1;;;;tiz;;;;;;Ilki biraz daha tizdi. Evet, ilki biraz daha tizdi ama asriri tiz degil.;The first one was a bit more shrill. Yes, the first one was a bit more shrill, but not excessively shrill.;;#NAVN?;;
tur17;00:00:59.305;1;;;;tiz;;;;;;Ilki biraz daha tizdi. Evet, ilki biraz daha tizdi ama asriri tiz degil.;The first one was a bit more shrill. Yes, the first one was a bit more shrill, but not excessively shrill.;;;;
tur17;00:00:59.305;1;;;;tiz;;;;;;Ilki biraz daha tizdi. Evet, ilki biraz daha tizdi ama asriri tiz degil.;The first one was a bit more shrill. Yes, the first one was a bit more shrill, but not excessively shrill.;;;;
tur17;00:01:01.200;1;;;;tiz;;;;;;Ilki biraz daha tizdi. Evet, ilki biraz daha tizdi ama asriri tiz degil.;The first one was a bit more shrill. Yes, the first one was a bit more shrill, but not excessively shrill.;;;;
tur17;00:01:01.200;1;;;;tiz;;;;;;Ilki biraz daha tizdi. Evet, ilki biraz daha tizdi ama asriri tiz degil.;The first one was a bit more shrill. Yes, the first one was a bit more shrill, but not excessively shrill.;;;;
tur17;00:01:19.420;1;1;;Thickness;;;;;;;Ilkinde ince ve kalin ses tonlari birlikteydi Ikincisinde biraz daha kalina dogru gecti;In the first one thin and thick tones were together In the second one it went more towards thick;;;;
tur17;00:01:19.420;1;1;;Thickness;;;;;;;Ilkinde ince ve kalin ses tonlari birlikteydi Ikincisinde biraz daha kalina dogru gecti;In the first one thin and thick tones were together In the second one it went more towards thick;;;;
tur17;00:01:20.030;1;1;tone;Thickness;ince;1;;;;;Ilkinde ince ve kalin ses tonlari birlikteydi Ikincisinde biraz daha kalina dogru gecti;In the first one thin and thick tones were together In the second one it went more towards thick;;;;
tur17;00:01:20.030;1;1;tone;Thickness;ince;1;;;;;Ilkinde ince ve kalin ses tonlari birlikteydi Ikincisinde biraz daha kalina dogru gecti;In the first one thin and thick tones were together In the second one it went more towards thick;;;;
tur17;00:01:20.515;1;1;tone;Thickness;kalin;1;;;;;Ilkinde ince ve kalin ses tonlari birlikteydi Ikincisinde biraz daha kalina dogru gecti;In the first one thin and thick tones were together In the second one it went more towards thick;;;;
tur17;00:01:20.515;1;1;tone;Thickness;kalin;1;;;;;Ilkinde ince ve kalin ses tonlari birlikteydi Ikincisinde biraz daha kalina dogru gecti;In the first one thin and thick tones were together In the second one it went more towards thick;;;;
tur17;00:01:23.809;1;1;none;Thickness;kalina;1;;;;dative;Ilkinde ince ve kalin ses tonlari birlikteydi Ikincisinde biraz daha kalina dogru gecti;In the first one thin and thick tones were together In the second one it went more towards thick;;;;
tur17;00:01:23.809;1;1;none;Thickness;kalina;1;;;;dative;Ilkinde ince ve kalin ses tonlari birlikteydi Ikincisinde biraz daha kalina dogru gecti;In the first one thin and thick tones were together In the second one it went more towards thick;;;;
tur17;00:01:27.660;1;;;;;;;;;;Ilki daha ince, daha tizdi. Ama‰Û_ Yani, cok asiri degil.;The first one was more thin, more shrill‰Û_ Like not to a great extent.;;;;
tur17;00:01:27.660;1;;;;;;;;;;Ilki daha ince, daha tizdi. Ama‰Û_ Yani, cok asiri degil.;The first one was more thin, more shrill‰Û_ Like not to a great extent.;;;;
tur17;00:01:28.747;1;;none;Thickness;ince;1;;;;;Ilki daha ince, daha tizdi. Ama‰Û_ Yani, cok asiri degil.;The first one was more thin, more shrill‰Û_ Like not to a great extent.;;;;
tur17;00:01:28.747;1;;none;Thickness;ince;1;;;;;Ilki daha ince, daha tizdi. Ama‰Û_ Yani, cok asiri degil.;The first one was more thin, more shrill‰Û_ Like not to a great extent.;;;;
tur17;00:01:35.240;1;;;;;;;;;;Daha bir tok, kalin. Eger ayni seyleri mi ifade ediyor bilmiyorum.;More full, thick. If it expresses the same things I don‰Ûªt know.;;;;
tur17;00:01:35.240;1;;;;;;;;;;Daha bir tok, kalin. Eger ayni seyleri mi ifade ediyor bilmiyorum.;More full, thick. If it expresses the same things I don‰Ûªt know.;;;;
tur17;00:01:36.605;1;;none;Thickness;kalin;1;;;;;Daha bir tok, kalin. Eger ayni seyleri mi ifade ediyor bilmiyorum.;More full, thick. If it expresses the same things I don‰Ûªt know.;;;;
tur17;00:01:36.605;1;;none;Thickness;kalin;1;;;;;Daha bir tok, kalin. Eger ayni seyleri mi ifade ediyor bilmiyorum.;More full, thick. If it expresses the same things I don‰Ûªt know.;;;;
tur17;00:02:00.800;2;;;;;;;;;;;;;;;
tur17;00:02:00.800;2;;;;;;;;;;;;;;;
tur17;00:02:22.499;2;1;voice;Thickness;;;;;;;Eee, yani, kalin erkek sesi bÌ¦yle ama titresimli bir sekilde, titrek bir ses cikiyordu.;Eee, like a thick male voice but in a vibrating way, it was a trembling sound;;;;
tur17;00:02:22.499;2;1;voice;Thickness;;;;;;;Eee, yani, kalin erkek sesi bÌ¦yle ama titresimli bir sekilde, titrek bir ses cikiyordu.;Eee, like a thick male voice but in a vibrating way, it was a trembling sound;;;;
tur17;00:02:24.760;2;1;voice;Thickness;kalin;1;;;;;Eee, yani, kalin erkek sesi bÌ¦yle ama titresimli bir sekilde, titrek bir ses cikiyordu.;Eee, like a thick male voice but in a vibrating way, it was a trembling sound;;;;
tur17;00:02:24.760;2;1;voice;Thickness;kalin;1;;;;;Eee, yani, kalin erkek sesi bÌ¦yle ama titresimli bir sekilde, titrek bir ses cikiyordu.;Eee, like a thick male voice but in a vibrating way, it was a trembling sound;;;;
tur17;00:02:54.200;3;;;;;;;;;;;;;;;
tur17;00:02:54.200;3;;;;;;;;;;;;;;;
tur17;00:02:54.211;3;1;voice;Thickness;;;;;;;Ilki bÌ¦yle, biraz ruhani bir erkek sesi. Eh, yani erkek sesi, kalin, ama eh, hani bÌ¦yle kiliselerde olan seremoniler gibi bÌ¦yle biraz ses ruhaniydi;The first one was a bit of a spiritual male voice. Eh, like male voice, thick, but eh, the voice was a bit spiritual like in the ceremonies in church.;;;;
tur17;00:02:54.211;3;1;voice;Thickness;;;;;;;Ilki bÌ¦yle, biraz ruhani bir erkek sesi. Eh, yani erkek sesi, kalin, ama eh, hani bÌ¦yle kiliselerde olan seremoniler gibi bÌ¦yle biraz ses ruhaniydi;The first one was a bit of a spiritual male voice. Eh, like male voice, thick, but eh, the voice was a bit spiritual like in the ceremonies in church.;;;;
tur17;00:03:00.280;3;1;voice;Thickness;kalin;1;;;;;Ilki bÌ¦yle, biraz ruhani bir erkek sesi. Eh, yani erkek sesi, kalin, ama eh, hani bÌ¦yle kiliselerde olan seremoniler gibi bÌ¦yle biraz ses ruhaniydi;The first one was a bit of a spiritual male voice. Eh, like male voice, thick, but eh, the voice was a bit spiritual like in the ceremonies in church.;;;;
tur17;00:03:00.280;3;1;voice;Thickness;kalin;1;;;;;Ilki bÌ¦yle, biraz ruhani bir erkek sesi. Eh, yani erkek sesi, kalin, ama eh, hani bÌ¦yle kiliselerde olan seremoniler gibi bÌ¦yle biraz ses ruhaniydi;The first one was a bit of a spiritual male voice. Eh, like male voice, thick, but eh, the voice was a bit spiritual like in the ceremonies in church.;;;;
tur17;00:03:15.153;3;;;;;;;;;;Bu, eh, erkek sesi, ama bÌ¦yle ruhani bir hale sokuyor gibi inceltiyor;This, eh, is a male voice, but he is like making it thinner like rendering it in a spiritual manner;;;;
tur17;00:03:15.153;3;;;;;;;;;;Bu, eh, erkek sesi, ama bÌ¦yle ruhani bir hale sokuyor gibi inceltiyor;This, eh, is a male voice, but he is like making it thinner like rendering it in a spiritual manner;;;;
tur17;00:03:20.894;3;;;;Inceltiyor;;;;;;Bu, eh, erkek sesi, ama bÌ¦yle ruhani bir hale sokuyor gibi inceltiyor;This, eh, is a male voice, but he is like making it thinner like rendering it in a spiritual manner;; = he/she makes thin, thin+3S present tense;;
tur17;00:03:20.894;3;;;;Inceltiyor;;;;;;Bu, eh, erkek sesi, ama bÌ¦yle ruhani bir hale sokuyor gibi inceltiyor;This, eh, is a male voice, but he is like making it thinner like rendering it in a spiritual manner;; = he/she makes thin, thin+3S present tense;;
tur17;00:03:25.154;3;;;;ince;;;;;"Participant repeats ""ince"" directly after confederate";;;;;;
tur17;00:03:25.154;3;;;;ince;;;;;"Participant repeats ""ince"" directly after confederate";;;;;;
tur17;00:03:28.077;3;;;;ince;;;;;;;;;;;
tur17;00:03:28.077;3;;;;ince;;;;;;;;;;;
tur17;00:03:30.892;3;;;;ince;;;;;;;;;inceltme = to make thin, verb infinitive;;
tur17;00:03:30.892;3;;;;ince;;;;;;;;;inceltme = to make thin, verb infinitive;;
tur17;00:03:48.202;3;;;;;;;;;;Iste opera sanatcisi erkek sesi falan diye bilirim yani, bÌ¦yle incelterek okuyorlar ya onlar da.;Like an opera singer, male voice, I can say, you know like they sing by making their voice thinner.;;;;
tur17;00:03:48.202;3;;;;;;;;;;Iste opera sanatcisi erkek sesi falan diye bilirim yani, bÌ¦yle incelterek okuyorlar ya onlar da.;Like an opera singer, male voice, I can say, you know like they sing by making their voice thinner.;;;;
tur17;00:03:52.610;3;;;;Incelterek;;;;;;Iste opera sanatcisi erkek sesi falan diye bilirim yani, bÌ¦yle incelterek okuyorlar ya onlar da.;Like an opera singer, male voice, I can say, you know like they sing by making their voice thinner.;; = by making thin, verb gerondif?;;
tur17;00:03:52.610;3;;;;Incelterek;;;;;;Iste opera sanatcisi erkek sesi falan diye bilirim yani, bÌ¦yle incelterek okuyorlar ya onlar da.;Like an opera singer, male voice, I can say, you know like they sing by making their voice thinner.;; = by making thin, verb gerondif?;;
tur17;00:03:57.904;3;;;;;;;;;;;The second one, comparatively, is a more thick male voice. ;;;;
tur17;00:03:57.904;3;2;voice;Thickness;;;;;;;Ikincisi, bir, nispeten, daha kalin bir erkek sesi;The second one, comparatively, is a more thick male voice. ;;;;
tur17;00:03:57.904;3;;;;;;;;;;;The second one, comparatively, is a more thick male voice. ;;;;
tur17;00:03:57.904;3;2;voice;Thickness;;;;;;;Ikincisi, bir, nispeten, daha kalin bir erkek sesi;The second one, comparatively, is a more thick male voice. ;;;;
tur17;00:03:59.290;3;2;voice;Thickness;kalin;0;;;;;Ikincisi, bir, nispeten, daha kalin bir erkek sesi;The second one, comparatively, is a more thick male voice. ;;;;
tur17;00:03:59.290;3;2;voice;Thickness;kalin;0;;;;;Ikincisi, bir, nispeten, daha kalin bir erkek sesi;The second one, comparatively, is a more thick male voice. ;;;;
tur17;00:04:00.622;3;;;;;;;;;;;Maybe this is, maybe both are voices that exist in opera, one thin, one thick, like however, whatever it equals and expresses‰Û_;;;;
tur17;00:04:00.622;3;;;;;;;;;;;Maybe this is, maybe both are voices that exist in opera, one thin, one thick, like however, whatever it equals and expresses‰Û_;;;;
tur17;00:04:00.880;3;;;;;;;;;;Belki bu sey, ikiside belki opera da var olan seslerdir, biri ince ses, biri kalin ses, iste artik nasil, neye denk geliyorsa, nasil ifade ediliyorsa‰Û_;Maybe this is, maybe both are voices that exist in opera, one thin, one thick, like however, whatever it equals and expresses‰Û_;;;;
tur17;00:04:00.880;3;;;;;;;;;;Belki bu sey, ikiside belki opera da var olan seslerdir, biri ince ses, biri kalin ses, iste artik nasil, neye denk geliyorsa, nasil ifade ediliyorsa‰Û_;Maybe this is, maybe both are voices that exist in opera, one thin, one thick, like however, whatever it equals and expresses‰Û_;;;;
tur17;00:04:04.659;3;;;;ince;;;;;;Belki bu sey, ikiside belki opera da var olan seslerdir, biri ince ses, biri kalin ses, iste artik nasil, neye denk geliyorsa, nasil ifade ediliyorsa‰Û_;Maybe this is, maybe both are voices that exist in opera, one thin, one thick, like however, whatever it equals and expresses‰Û_;;;;
tur17;00:04:04.659;3;;;;ince;;;;;;Belki bu sey, ikiside belki opera da var olan seslerdir, biri ince ses, biri kalin ses, iste artik nasil, neye denk geliyorsa, nasil ifade ediliyorsa‰Û_;Maybe this is, maybe both are voices that exist in opera, one thin, one thick, like however, whatever it equals and expresses‰Û_;;;;
tur17;00:04:05.442;3;;;;kalin;;;;;;Belki bu sey, ikiside belki opera da var olan seslerdir, biri ince ses, biri kalin ses, iste artik nasil, neye denk geliyorsa, nasil ifade ediliyorsa‰Û_;Maybe this is, maybe both are voices that exist in opera, one thin, one thick, like however, whatever it equals and expresses‰Û_;;;;
tur17;00:04:05.442;3;;;;kalin;;;;;;Belki bu sey, ikiside belki opera da var olan seslerdir, biri ince ses, biri kalin ses, iste artik nasil, neye denk geliyorsa, nasil ifade ediliyorsa‰Û_;Maybe this is, maybe both are voices that exist in opera, one thin, one thick, like however, whatever it equals and expresses‰Û_;;;;
tur17;00:04:40.899;4;;;;;;;;;;;;;;;
tur17;00:04:40.899;4;;;;;;;;;;;;;;;
tur17;00:04:45.617;4;;;;;;;;;;Duz erkek sesi, ama yeteri kadar kalin degil yani.;A straight male voice, but not thick enough. ;;;;
tur17;00:04:45.617;4;;;;;;;;;;Duz erkek sesi, ama yeteri kadar kalin degil yani.;A straight male voice, but not thick enough. ;;;;
tur17;00:04:52.134;4;;;;;;;;;;ÌĞyle, eh, erkek sesi karakterini anlayabilecegimiz kalinlikta degil ama bir erkegin sesi oldugunu anliyoruz yani. Bu kadar, hani baska da‰Û_ ÌĞzellikle inceltmeye falan calismamislar.;Like, eh, it is not so thick that we can see it as characteristic of a male voice, but we understand that it is the voice of a man. That‰Ûªs it, like what more‰Û_ Especially they haven‰Ûªt tried to make it thinner.;;;;
tur17;00:04:52.134;4;;;;;;;;;;ÌĞyle, eh, erkek sesi karakterini anlayabilecegimiz kalinlikta degil ama bir erkegin sesi oldugunu anliyoruz yani. Bu kadar, hani baska da‰Û_ ÌĞzellikle inceltmeye falan calismamislar.;Like, eh, it is not so thick that we can see it as characteristic of a male voice, but we understand that it is the voice of a man. That‰Ûªs it, like what more‰Û_ Especially they haven‰Ûªt tried to make it thinner.;;;;
tur17;00:04:55.701;4;;;;kalinlikta ;;;;;;ÌĞyle, eh, erkek sesi karakterini anlayabilecegimiz kalinlikta degil ama bir erkegin sesi oldugunu anliyoruz yani. Bu kadar, hani baska da‰Û_ ÌĞzellikle inceltmeye falan calismamislar.;Like, eh, it is not so thick that we can see it as characteristic of a male voice, but we understand that it is the voice of a man. That‰Ûªs it, like what more‰Û_ Especially they haven‰Ûªt tried to make it thinner.;;= noun, thickness;;
tur17;00:04:55.701;4;;;;kalinlikta ;;;;;;ÌĞyle, eh, erkek sesi karakterini anlayabilecegimiz kalinlikta degil ama bir erkegin sesi oldugunu anliyoruz yani. Bu kadar, hani baska da‰Û_ ÌĞzellikle inceltmeye falan calismamislar.;Like, eh, it is not so thick that we can see it as characteristic of a male voice, but we understand that it is the voice of a man. That‰Ûªs it, like what more‰Û_ Especially they haven‰Ûªt tried to make it thinner.;;= noun, thickness;;
tur17;00:05:03.554;4;;;;ince;;;;;;ÌĞyle, eh, erkek sesi karakterini anlayabilecegimiz kalinlikta degil ama bir erkegin sesi oldugunu anliyoruz yani. Bu kadar, hani baska da‰Û_ ÌĞzellikle inceltmeye falan calismamislar.;Like, eh, it is not so thick that we can see it as characteristic of a male voice, but we understand that it is the voice of a man. That‰Ûªs it, like what more‰Û_ Especially they haven‰Ûªt tried to make it thinner.;;;;
tur17;00:05:03.554;4;;;;ince;;;;;;ÌĞyle, eh, erkek sesi karakterini anlayabilecegimiz kalinlikta degil ama bir erkegin sesi oldugunu anliyoruz yani. Bu kadar, hani baska da‰Û_ ÌĞzellikle inceltmeye falan calismamislar.;Like, eh, it is not so thick that we can see it as characteristic of a male voice, but we understand that it is the voice of a man. That‰Ûªs it, like what more‰Û_ Especially they haven‰Ûªt tried to make it thinner.;;;;
tur17;00:05:27.597;5;;;;;;;;;;;;;;;
tur17;00:05:27.597;5;;;;;;;;;;;;;;;
tur17;00:05:36.350;5;1;voice;Thickness;;;;;;;Ikincisi de yine bÌ¦yle inceltilmis ruhani bir erkek sesi.;The second one is again a spiritual male voice made thinner.;;;;
tur17;00:05:36.350;5;1;voice;Thickness;;;;;;;Ikincisi de yine bÌ¦yle inceltilmis ruhani bir erkek sesi.;The second one is again a spiritual male voice made thinner.;;;;
tur17;00:05:39.044;5;1;voice;Thickness;Inceltilmis;0;;;;;Ikincisi de yine bÌ¦yle inceltilmis ruhani bir erkek sesi.;The second one is again a spiritual male voice made thinner.;; = made thinner;;
tur17;00:05:39.044;5;1;voice;Thickness;Inceltilmis;0;;;;;Ikincisi de yine bÌ¦yle inceltilmis ruhani bir erkek sesi.;The second one is again a spiritual male voice made thinner.;; = made thinner;;
tur17;00:05:46.538;5;2;none;Brightness;;;;;;;Ikincisi de bÌ¦yle biraz daha ince.;And the second one was like a little bit more thin.;;;;
tur17;00:05:46.538;5;2;none;Brightness;;;;;;;Ikincisi de bÌ¦yle biraz daha ince.;And the second one was like a little bit more thin.;;;;
tur17;00:05:47.855;5;;;;ince;1;;;;;;;;;;
tur17;00:05:47.855;5;;;;ince;1;;;;;;;;;;
tur17;00:05:52.972;5;;;;;;;;;Answering the confederate's question of how the sounds were besides trembeling.;Kalin, ince degil.;Thick, not thin.;;;;
tur17;00:05:52.972;5;;;;;;;;;Answering the confederate's question of how the sounds were besides trembeling.;Kalin, ince degil.;Thick, not thin.;;;;
tur17;00:05:53.158;5;;;;kalin;;;;;Answering the confederate's question of how the sounds were besides trembeling.;Kalin, ince degil.;Thick, not thin.;;;;
tur17;00:05:53.158;5;;;;kalin;;;;;Answering the confederate's question of how the sounds were besides trembeling.;Kalin, ince degil.;Thick, not thin.;;;;
tur17;00:05:54.429;5;;;;ince;;;;;Answering the confederate's question of how the sounds were besides trembeling.;Kalin, ince degil.;Thick, not thin.;;;;
tur17;00:05:54.429;5;;;;ince;;;;;Answering the confederate's question of how the sounds were besides trembeling.;Kalin, ince degil.;Thick, not thin.;;;;
tur17;00:06:11.437;6;;;;;;;;;;;;;;;
