"";"File";"Begin.Time...hh.mm.ss.ms";"Trial";"Part";"Subject";"Scope";"Words";"Gesture";"Dimension";"Handshape";"N.Hands";"Comment";"Speech";"Translation";"comment";"Grammar";"General.comments";"Language"
"5702";"tur20";"00:09:59.490";"14";"1";"tone";"Thickness";"kalin";"0";NA;NA;NA;NA;"Burda da iki kadin sesi, ilki iki ton uc ton daha kalin ikincisinden";"And here there are two female voices, the first one is two or three tones more thick than the second one";NA;NA;NA;"Turkish"
"5716";"tur20";"00:10:30.443";"15";"1";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Ilki ikincisinden birazcik daha ince bir ses";"The first sound is a bit thinner than the second one";NA;NA;NA;"Turkish"
"5736";"tur20";"00:11:39.076";"16";"1";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Ilki ince bir kadin sesi";"The first one is a thin female voice";NA;NA;NA;"Turkish"
"5740";"tur20";"00:11:41.042";"16";"2";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ikincisi kalin bir erkek sesi";"The second one is a thick male voice";NA;NA;NA;"Turkish"
"5754";"tur20";"00:12:26.090";"17";"1";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ilki kalin bir erkek sesi";"The first one is a thick male voice";NA;NA;NA;"Turkish"
"5760";"tur20";"00:13:14.331";"18";"1";"tone";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikincisi birincisine g̦re iki ton daha ince";"The second one is two tones thinner than the first one";NA;NA;NA;"Turkish"
"5766";"tur20";"00:14:35.056";"19";"1";"none";"Thickness";"kalin";"1";"none";"open";1;"see before";"Birincisi kalin";"The first one is thick";NA;NA;NA;"Turkish"
"5770";"tur20";"00:14:41.526";"19";"2";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Iki ton belki birincisine g̦re daha ince bir erkek sesi";"Maybe a two tones thinner male voice as compared to the first one";NA;NA;NA;"Turkish"
"5776";"tur20";"00:14:56.656";"20";"1";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Bu ikincisi yani goril kadar kalin diyebilecegim bir erkek sesi";"This second one is a male voice that I can say is as thick as a gorilla";NA;NA;NA;"Turkish"
"5780";"tur20";"00:14:59.761";"20";"2";"none";"Thickness";"ince";"1";"none";"other";1;NA;"Ilki de baya baya ince";"And the first one is quite quite thin";NA;NA;NA;"Turkish"
"5790";"tur20";"00:15:32.770";"21";"1";"none";"Thickness";"orta";"0";NA;NA;NA;"Middle";"Cok ince degil, cok da kalin da degil, orta";"Not very thin, and not very thick, middle";NA;NA;NA;"Turkish"
"5794";"tur20";"00:15:39.139";"21";"2";"tone";"Brightness";"koyu";"0";NA;NA;NA;"dark";"Sanki ikincisi birincisinden bir ton daha koyu";"Its almost like the second one is one tone darker than the first one";NA;NA;NA;"Turkish"
"5800";"tur20";"00:15:54.945";"22";"1";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Burda da kalin bir erkek sesi var";"Here is also a thick male voice";NA;NA;NA;"Turkish"
"5804";"tur20";"00:15:58.010";"22";"2";"sound";"Brightness";"koyu";"0";NA;NA;NA;NA;"Ikinci ses birinci sesten bir ton daha koyu";"The second sound is one tone darker than the first sound";NA;NA;NA;"Turkish"
"5814";"tur20";"00:16:31.934";"23";"1";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ikincisi cok cok kalin bir erkek sesi";"The second one is a very very thick male voice";NA;NA;NA;"Turkish"
"5822";"tur20";"00:17:22.286";"25";"1";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Yine ikincisi cok cok kalin bir erkek sesi";"Again the second one is a very very thck male voice";NA;NA;NA;"Turkish"
"5832";"tur21";"00:01:22.539";"1";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Birincisi daha kalin";"The first one is more thick";NA;NA;NA;"Turkish"
"5836";"tur21";"00:01:23.908";"1";"2";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikincisi baya ince";"The second one was quite thin";NA;NA;NA;"Turkish"
"5842";"tur21";"00:02:11.642";"2";"1";"tone";"Height";"yukardan";"0";NA;NA;NA;NA;"Biri bir ton daha yukardan șyluyorumus gibi bir ses";"A sound where one is like singing one tone more from above";NA;"yukardan = from up";NA;"Turkish"
"5848";"tur21";"00:02:33.477";"3";"1";"voice";"Thickness";"inceye";"0";NA;NA;NA;NA;"Biri, kadin sesi inceye daha yakin";"The one, the female voice is closer to thin";NA;"inceye = ince + dative suffix";NA;"Turkish"
"5852";"tur21";"00:02:37.311";"3";"2";"voice";"Thickness";"kalina";"0";NA;NA;NA;NA;"Erkek sesi de kalina daha yakin ama eh... cok asiri kalin, cok pes degil";"And the male voice is more close to thick but eh... not excessively thick, not very low/muffled";NA;"kalina = kalin + dative suffixe";NA;"Turkish"
"5870";"tur21";"00:03:21.821";"4";"1";"none";"Thickness";"kalin";"1";"vert";"none";1;NA;"Birincisi kalina yakin";"The first one is close to thick";NA;"kalina = kalin + dative suffixe";NA;"Turkish"
"5874";"tur21";"00:03:24.825";"4";"2";"none";"Height";"yuksek";"1";"vert";"open";2;NA;"Ikincisi eh... daha yuksek, yani daha ince";"The second one eh... is more high, that is, more thin";NA;NA;NA;"Turkish"
"5880";"tur21";"00:03:43.007";"5";"1";"none";"Thickness";"kalin";"1";"none";"none";1;NA;"baya kalin";"quite thick";NA;NA;NA;"Turkish"
"5884";"tur21";"00:03:55.481";"5";"2";"voice";"Thickness";"ince";"1";"none";"none";1;NA;"Ikincisi ince kadin sesi";"The second one was a thin female voice";NA;NA;NA;"Turkish"
"5894";"tur21";"00:04:30.995";"6";"1";"sound";"Thickness";"ince";"0";NA;NA;NA;NA;"Daha ince bir ses";"A more thin sound";NA;NA;NA;"Turkish"
"5898";"tur21";"00:04:35.973";"6";"2";"voice";"Thickness";"ince";"1";"none";"none";1;NA;"Ikincisi daha ince ve daha yuksek bir kadin sesi gibi";"The second one is like a more thin and high female voice";NA;NA;NA;"Turkish"
"5904";"tur21";"00:04:55.092";"7";"1";"sound";"Thickness";"kalina";"0";NA;NA;NA;"stuttering";"Erkek olan kalina kalina cok daha yakin, yani kalin bir ses";"The male one is more close to thick, that is, a thick sound";NA;"kalina = kalin + dative suffixe";NA;"Turkish"
"5908";"tur21";"00:04:59.006";"7";"2";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikincisi ince kadin sesi";"The second one is a thin female voice";NA;NA;NA;"Turkish"
"5918";"tur21";"00:06:11.884";"8";"1";"voice";"Thickness";"ince";"1";"none";"none";1;NA;"Erkegin sesisyse daha ince ton";"As for the man's voice it is a more thin tone";NA;NA;NA;"Turkish"
"5924";"tur21";"00:06:49.334";"9";"1";"voice";"Thickness";"inceye";"1";"none";"open";NA;NA;"Kadinin sesi birazcik daha inceye yakin";"The woman's voice is a bit more close to thin";NA;"inceye = ince + dative suffixe";NA;"Turkish"
"5928";"tur21";"00:06:58.222";"9";"2";"tone";"Height";"alt";"0";NA;NA;NA;"under";"Biraz daha alt ton gibi";"Like a little more under tone";NA;NA;NA;"Turkish"
"5946";"tur21";"00:07:40.238";"10";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ilki eh... kalin";"The first one is eh... thick";NA;NA;NA;"Turkish"
"5950";"tur21";"00:07:45.342";"10";"2";"none";"Thickness";"kalin";"1";"hori";"open";1;"shows on a piano";"Ikincisi daha da kalin, yani baya kalin ";"The second one is even more thick, that is, quite thick";NA;NA;NA;"Turkish"
"5960";"tur21";"00:08:09.098";"11";"1";"none";"Thickness";"ince";"1";"none";"open";1;NA;"Ikiside ince";"Both are thin";NA;NA;NA;"Turkish"
"5964";"tur21";"00:08:11.332";"11";"2";"none";"Height";"yuksek";"1";"vert";"open";1;NA;"Birincisi daha yuksek";"The first one is more high";NA;NA;NA;"Turkish"
"5968";"tur21";"00:08:12.593";"11";"3";"sound";"Height";"alcak";"1";"vert";"other";1;"alcak = low";"Ikincisi daha alcak bir ses";"The second one is a more low sound";NA;NA;NA;"Turkish"
"5978";"tur21";"00:08:33.485";"12";"1";"voice";"Thickness";"ince";"1";"none";"neutral grip";1;NA;"Birincisi ince kadin sesi, baya ince";"The first one is a thin female voice, quite thin";NA;NA;NA;"Turkish"
"5982";"tur21";"00:08:41.274";"12";"2";"voice";"Height";"ortanin alti";"1";"vert";"other";1;" One description = below the middle";"Ikincisi eh... ortanin alti erkek sesi";"The second one eh... is under middle male voice";NA;"ortanin = middle + genitiv suffix alti = under + accusative suffixe";NA;"Turkish"
"6002";"tur21";"00:09:55.156";"14";"1";"voice";"Thickness";"kalin";"1";"hori";"neutral grip";1;NA;"Erkek sesi sonlara yakin kalin, ama asiri kalin degil. Yani kalin. ";"The male voice is thick close to the ends, but not excessively thick. But thick.";NA;NA;NA;"Turkish"
"6006";"tur21";"00:10:01.119";"14";"2";"voice";"Thickness";"ince";"1";"hori";"open";1;NA;"Ama kadinin sesi baya ince";"But the woman's voice is quite thin";NA;NA;NA;"Turkish"
"6016";"tur21";"00:10:24.941";"15";"1";"none";"Height";"ortanin ustu";"1";"none";"open";1;NA;"Birincisi ortanin biraz ustu gibi";"The first one is like a little above the middle";NA;"ortanin = middle + genetive suffixe ustu = above + accusative";NA;"Turkish"
"6020";"tur21";"00:10:29.208";"15";"2";"none";"Thickness";"kalin";"1";"hori";"open";1;NA;"Ikincisi sonlarda en kalini";"The second one is the thickest in the ends";NA;NA;NA;"Turkish"
"6026";"tur21";"00:10:44.678";"16";"1";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Birincisi baya ince kadin sesi";"The first one is a quite thin female voice";NA;NA;NA;"Turkish"
"6030";"tur21";"00:10:51.426";"16";"2";"none";"Thickness";"ortanin uzerinde";"0";NA;NA;NA;NA;"Ikinciside eh... ortanin uzerindeki incelikte bir ses";"And the second one eh... is a sound with a thinness above middle";NA;NA;NA;"Turkish"
"6031";"tur21";"00:10:51.426";"16";"2";"none";"Thickness";"ortanin uzerinde";"0";NA;NA;NA;NA;"Ikinciside eh... ortanin uzerindeki incelikte bir ses";"And the second one eh... is a sound with a thinness above middle";NA;"ortanin = middle + genitive suffixe";NA;"Turkish"
"6034";"tur21";"00:10:51.857";"16";"2";"none";"Thickness";"ortanin uzerinde";"0";NA;NA;NA;"uzerinde = above";"Ikinciside eh... ortanin uzerindeki incelikte bir ses";"And the second one eh... is a sound with a thinness above middle";NA;NA;NA;"Turkish"
"6050";"tur21";"00:11:32.571";"17";"1";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Birincisi ince kadin sesi";"The first one is a thin female voice";NA;NA;NA;"Turkish"
"6054";"tur21";"00:11:36.653";"17";"2";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikincisi baya ince kadin sesi";"The second one is a quite thin female voice";NA;NA;NA;"Turkish"
"6068";"tur21";"00:12:09.551";"18";"1";"tone";"Height";"yukari cikiyor";"1";"none";"other";1;NA;"Bir ton yukari cikiyor. Ortanin biraz ustu, bir ton yukari cikiyor";"It rises one tone. It is a bit above the middle, it rises one tone";NA;"up + dative suffixe cikiyor = to rise + 3 pers sing present tense";NA;"Turkish"
"6078";"tur21";"00:12:41.813";"19";"1";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Birincisi cok cok cok ince";"The first one is very very very thin";NA;NA;NA;"Turkish"
"6082";"tur21";"00:12:47.740";"19";"2";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"��buru yine ince ama o kadar ince degil";"The other one is again thiin but not that thin";NA;NA;NA;"Turkish"
"6096";"tur21";"00:13:22.700";"20";"1";"sound";"Thickness";"ince";"1";"none";"none";2;NA;"Ilk bastaki kadin sesi orta bir ses sonra baya bir ince, baya bir ince oluyor";"The female voice in the beginning is a middle sound, then it becomes quite thin, quite thin";NA;NA;NA;"Turkish"
"6100";"tur21";"00:13:31.328";"20";"2";"voice";"Thickness";"ort-";"1";"vert";"flat H";1;NA;"Ilki ort... yine ince bir kadin";"The first one is mid... again a thin female [voice]";NA;NA;NA;"Turkish"
"6102";"tur21";"00:13:32.051";"20";"2";"voice";"Thickness";"ince";"1";"none";"neutral grip";1;NA;"Ilki ort... yine ince bir kadin";"The first one is mid... again a thin female [voice]";NA;NA;NA;"Turkish"
"6110";"tur21";"00:13:54.488";"21";"1";"none";"Thickness";"incelikte";"1";"none";"open";2;"height + thickness";"Ortanin ustu incelikte șyluyor";"He is singing in a thinness above middle";NA;NA;NA;"Turkish"
"6114";"tur21";"00:13:59.133";"21";"2";"tone";"Height";"ustunde";"1";"vert";"point";1;NA;"Kadin onun iki nota ustunde șyluyor";"The woman is singing two notes above that";NA;"ustunde = above + genitive + locative";NA;"Turkish"
"6124";"tur21";"00:14:19.898";"22";"1";"voice";"Thickness";"inceye";"1";"vert";"open";1;NA;"Bir kadin sesi, bir... inceye yakin";"A female voice, a... close to thin";NA;"inceye = thin + dative";NA;"Turkish"
"6128";"tur21";"00:14:23.552";"22";"2";"voice";"Thickness";"kalin";"1";"hori";"open";2;NA;"Cok asiri kalin bir erkek sesi";"A very excessively thick male voice";NA;NA;NA;"Turkish"
"6140";"tur21";"00:15:00.014";"23";"1";"voice";"Thickness";"kalin";"1";"hori";"open";1;"see context";"Sonlara dogru erkek sesi ama asiri, ya kalin, ama cok asiri zor bir ses degil";"Towards the ends a male voice, but excessively, like thick, but not a very excessively difficult sound";NA;NA;NA;"Turkish"
"6144";"tur21";"00:15:04.664";"23";"2";"tone";"Height";"ust";"1";"vert";"open";1;NA;"Bir sonraki de bir ust notasi";"And the next one is one note above";NA;NA;NA;"Turkish"
"6158";"tur21";"00:15:38.992";"24";"1";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ikinci ses erkek sesi gibi ama kalin bir kadin sesi de olabilir";"The second sound is like a male voice but it could also be a thick female voice";NA;NA;NA;"Turkish"
"6182";"tur22";"00:00:44.914";"1";"1";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Yani biraz daha kalin bir sesle";"Like with a bit more thick voice";NA;NA;"tur22 produces several gestures indicating ""size"" when using ""thickness"" in speech. towards the end,tur22  appears to produce vertically aligned ""thickness"" gestures. ";"Turkish"
"6200";"tur22";"00:02:29.165";"2";"1";"voice";"Thickness";"kalin";"1";"size";"wide grip";2;NA;"Bir erkek sesi ""aa"" diye bagriyor. Ve hani, kalin bir ""aa"" bu, buyuk.";"A male voice is screaming ""aa"". And its like a thick ""aa"", large.";NA;NA;NA;"Turkish"
"6204";"tur22";"00:02:32.933";"2";"2";"none";"Thickness";"kalin";"1";"size";"wide grip";2;NA;"Ama ikincisi ondan da daha kalin bir ""aa""";"But the second one is an even thicker ""aa""";NA;NA;NA;"Turkish"
"6224";"tur22";"00:05:22.055";"5";"1";"none";"Height";"alcaliyor";"1";"none";"narow grip";NA;"Contradictory use of ""low"" and ""thin""";"Galiba bir ton alcaliyor ikincisinde, yani bir ton daha ince bir sekilde șyluyor ""aa""yi";"It is probably lowering in the second one, that is, they sing the ""aa"" in a way that is one tone thinner";NA;NA;NA;"Turkish"
"6234";"tur22";"00:06:25.466";"6";"1";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Birincisindeki erkek sesi baya kalin";"The male voice in the first one is quite thick";NA;NA;NA;"Turkish"
"6238";"tur22";"00:06:38.858";"6";"2";NA;"Thickness";"ince";"1";"size";"wide grip";2;NA;"Kadinin sesi cok ince";"The woman's voice is very thin";NA;NA;NA;"Turkish"
"6244";"tur22";"00:08:00.522";"7";"1";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Ilkinde kadin, ince sesli, tiz";"The first one is a woman, with a thin voice, shrill";NA;NA;NA;"Turkish"
"6248";"tur22";"00:08:12.877";"7";"2";"sound";"Thickness";"kalin";"1";"size";"wide grip";2;NA;"Ikincisinde de daha kalin bir ""aa"" sesi";"And in the second one, a more thick ""aa"" sound";NA;NA;NA;"Turkish"
"6258";"tur22";"00:09:01.940";"8";"1";"voice";"Thickness";"kalin";"1";"none";"open";NA;NA;"Erkegin sesi de olup olabilecek en kalin ses galiba. Baya kalin.";"And the man's voice is probably the thickest sound possible. Quite thick.";NA;NA;NA;"Turkish"
"6262";"tur22";"00:09:24.393";"8";"2";"voice";"Thickness";"ince";"1";"size";"other";2;NA;"Ilki iste bir kadin sesi, cok tiz, cok ince ve yukselen bir ""aa""";"The first one is a female voice, very shrill, very thin and a rising ""aa""";NA;NA;NA;"Turkish"
"6270";"tur22";"00:10:42.692";"9";"1";"voice";"Thickness";"ince";"1";"vert";"narow grip";1;NA;"Birince klipte kadin daha ince bir ses tonuyla ""aa"" diyor.";"In the first clip, the woman is saying ""aa"" with a more thin tone of voice";NA;NA;NA;"Turkish"
"6282";"tur22";"00:11:49.987";"10";"1";"tone";"Thickness";"kalin";"1";"none";"narow grip";1;NA;"Erkek konusma tonunun bir kalin tonunda ""aa"" diyor";"The man is saying ""aa"" one tone thicker than [normal] speaking tone";NA;NA;NA;"Turkish"
"6292";"tur22";"00:13:01.655";"11";"1";"voice";"Thickness";"kalin";"1";"size";"wide grip";2;NA;"Ikincisi erkek sesi, eh... epey kalin";"The second one is a male voice, eh... quite thick";NA;NA;NA;"Turkish"
"6300";"tur22";"00:15:14.059";"12";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ikincisindeki biraz daha kalin";"The one in the second one is a bit more thick";NA;NA;NA;"Turkish"
"6318";"tur22";"00:16:46.500";"13";"1";"sound";"Thickness";"ince";"0";NA;NA;NA;NA;"Ilki kadin, biraz ince bir ""aa"" sesi";"The first one is a woman, a bit of a thin ""aa"" sound";NA;NA;NA;"Turkish"
"6340";"tur22";"00:18:09.829";"14";"1";"tone";"Height";"asagda";"0";NA;NA;NA;NA;"Ikincisi kadin, konusma tonundan belki birkac ton asagda bir veya yukarda neyse bilemiyorum, tiz bir ""aa"" sesi";"The second one is a woman, maybe a few tones down or up, I don't know, a shrill ""aa"" sound";NA;"asagda = down + locative";NA;"Turkish"
"6378";"tur22";"00:20:18.905";"16";"1";"none";"Thickness";"inceltiyor";"0";NA;NA;NA;NA;"Cok az b̦yle konusma tonundan degistiriyor, inceltiyor, kadin.";"It is changing very little from [normal] speaking tone, becoming thinner, the woman";NA;"inceltiyor = v. 3rd pers sing present tense, making itself thinner";NA;"Turkish"
"6390";"tur22";"00:23:54.725";"17";"1";"none";"Thickness";"kalin";"1";"size";"neutral grip";2;NA;"Ilkindeki ""aa"" kalin";"The ""aa"" in the first one is thick";NA;NA;NA;"Turkish"
"6398";"tur22";"00:27:15.750";"21";"1";"tone";"Height";"yukseltiyor";"1";"none";"narow grip";1;NA;"Ikincisindeki ""aa"" sesi birazcik tonu yukseltiyor";"The ""aa"" sound in the second one is rising the tone a little bit";NA;"yukseltiyor = v. 3rd pers sing present tense, elevating/rising";NA;"Turkish"
"6404";"tur22";"00:27:50.035";"22";"1";"sound";"Thickness";"kalinlastiriyor";"1";"size";"narow grip";2;NA;"Ilkindeki birazcik, cok az b̦yle kalinlastiriyor sesini";"The one in the first one is making its sound a tiny bit thicker";NA;"kalinlastiriyor = making itself thicker, v. 3rd person sing present tense";NA;"Turkish"
"6410";"tur22";"00:28:22.565";"23";"1";"voice";"Thickness";"kalin";"1";"size";"wide grip";2;NA;"Kalin erkek sesi";"A thick male voice";NA;NA;NA;"Turkish"
"6416";"tur22";"00:28:56.964";"24";"1";"sound";"Thickness";"kalin";"1";"size";"neutral grip";2;NA;"Ama yine bir borudan bagriyormussunuz gibi bir ""aa"" sesi, kalin";"But still an ""aa"" sound as if you are screaming from a tube, thick";NA;NA;NA;"Turkish"
"6430";"tur22";"00:29:59.829";"25";"1";"tone";"Thickness";"kalinlar";"1";"size";"narow grip";2;NA;"Birazcik konusma tonundan kalinlar";"They are a bir thinner than [normal] speaking tone";NA;"kalinlar = plural";NA;"Turkish"
"6444";"tur23";"00:01:11.852";"2";"1";"none";"Height";"yukseliyor";"1";"vert";"flat H";1;NA;"Erkekler b̦yle, birazcik daha yukseliyor";"Like men, its rising a little bit more";NA;"yukseliyor = rising, v. present tense";NA;"Turkish"
"6454";"tur23";"00:02:08.837";"3";"1";"none";"Height";"alcak";"1";"vert";"flat H";1;NA;"Ilkinde birazcik daha b̦yle alcak gibi";"In the first one its like a little bit lower";NA;"alcak = low";NA;"Turkish"
"6464";"tur23";"00:03:26.600";"4";"1";"tone";"Height";"altinda";"1";"vert";"flat H";1;NA;"Yani tam ortanin bir tik altinda bir ses";"Like a sound one tick below the middle";NA;"altinda = under + locative";NA;"Turkish"
"6474";"tur23";"00:04:22.525";"6";"1";"none";"Thickness";"kalin";"1";"none";"open";1;NA;"Sey, ikincisi b̦yle baya kalin cikiyor";"Like, the second one comes out like quite thick";NA;NA;NA;"Turkish"
"6494";"tur23";"00:07:41.210";"8";"1";"none";"Height";"alti";"1";"vert";"flat H";1;"gesture before";"Normalin birazcik daha alti seviyede";"On a level a bit under normal";NA;"alti = under + accusative";NA;"Turkish"
"6500";"tur23";"00:08:02.643";"9";"1";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Cok ince bir sesle șyleniyor";"It is sung with a very thin voice";NA;NA;NA;"Turkish"
"6504";"tur23";"00:08:06.744";"9";"2";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ilki ona nazaran birazcik daha kalin";"The first one is a bit more thick as compared to that one";NA;NA;NA;"Turkish"
"6514";"tur23";"00:08:49.762";"10";"1";"tone";"Thickness";"kalin";"1";"vert";"flat H";1;NA;"Ikiside eh... kalin bir tonda";"Both are on a thick tone";NA;NA;NA;"Turkish"
"6518";"tur23";"00:08:54.925";"10";"2";"none";"Thickness";"kalin";"1";"none";"neutral grip";1;NA;"Ikincisi cok bir tik daha kalin olabilir";"The second one can be one tick more thick";NA;NA;NA;"Turkish"
"6528";"tur23";"00:10:36.710";"11";"1";"none";"Thickness";"kalin";"1";"none";"other";1;NA;"Birincisi ikincisinden nazaran birazcik daha kalin";"The first one is a little bit more thick as compared to the second one";NA;NA;NA;"Turkish"
"6538";"tur23";"00:11:17.195";"12";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Burda ikincisi gene birazcik daha kalin";"Here the second one is again a bit more thick";NA;NA;NA;"Turkish"
"6564";"tur23";"00:13:08.271";"15";"1";"tone";"Thickness";"kalin";"0";NA;NA;NA;NA;"Tonu ilkinin daha kalin. Ilk ton b̦yle, yani ikinciye g̦re birazcik daha kalin";"The tone of the first one is more thick . The first tone is like a little bit more thick as compared to the second one.";NA;NA;NA;"Turkish"
"6566";"tur23";"00:13:12.217";"15";"1";"tone";"Thickness";"kalin";"1";"none";"neutral grip";1;NA;"Tonu ilkinin daha kalin. Ilk ton b̦yle, yani ikinciye g̦re birazcik daha kalin";"The tone of the first one is more thick . The first tone is like a little bit more thick as compared to the second one.";NA;NA;NA;"Turkish"
"6576";"tur23";"00:13:40.308";"16";"1";"none";"Height";"yuksek";"1";"vert";"flat H";1;"high. Unclear if participant is referring to volume or tone.";"Sadece ikincisi hafif birazcik daha yuksek";"The second one is a little bit higher";NA;NA;NA;"Turkish"
"6604";"tur23";"00:17:44.623";"17";"1";"voice";"Thickness";"kalin";"1";"none";"wide grip";1;NA;"Daha b̦yle kalin bir sesle șyluyorlar";"They are like sining with a more thick voice";NA;NA;NA;"Turkish"
"6610";"tur23";"00:18:03.887";"18";"1";"none";"Thickness";"kalin";"1";"vert";"flat H";1;NA;"Erkekler b̦yle daha kalin bir sekilde șyluyorlar";"The men are sining in a more thick way";NA;NA;NA;"Turkish"
"6614";"tur23";"00:18:05.625";"18";"2";"none";"Thickness";"kalin";"1";"none";"open";1;NA;"Kadinlar da kalin bir sekilde șyluyorlar ama hani ayni kalinligin bir tik alti gibi șylediler";"The women are also singing in a thick way  but  they sang like one tick below the same thickness";NA;NA;NA;"Turkish"
"6620";"tur23";"00:18:25.919";"19";"1";"voice";"Height";"dusuk";"1";"vert";"flat H";1;NA;"Ilkinde kadinlar b̦yle daha yavas, daha dusuk bir seste șylerken, ikincisende birazcik daha yukseltiyoral";"While in the first one the women are sining in like a more slow, fallen voice, in the second one they are rising a little bit";NA;NA;NA;"Turkish"
"6622";"tur23";"00:18:28.396";"19";"1";"none";"Height";"yukseltiyorlar";"1";"vert";"flat H";1;NA;"Ilkinde kadinlar b̦yle daha yavas, daha dusuk bir seste șylerken, ikincisende birazcik daha yukseltiyoral";"While in the first one the women are sining in like a more slow, fallen voice, in the second one they are rising a little bit";NA;"yukseltiyorlar = to make higher, v. present tense 3rd pers pl";NA;"Turkish"
"6630";"tur23";"00:19:11.893";"20";"1";"voice";"Thickness";"kalin";"1";"none";"neutral grip";1;NA;"Erkekler birazcik daha b̦yle kalin bir sesle șyluyorlar";"The men are singing with a little bit more thick voice";NA;NA;NA;"Turkish"
"6634";"tur23";"00:19:14.228";"20";"2";"voice";"Thickness";"ince";"1";"none";"flat H";1;NA;"Kadinlar daha ince tiz bir ses kullnarak șyluyorlar";"The women are sining with a more thin, shrill voice";NA;NA;NA;"Turkish"
"6640";"tur24";"00:00:23.539";"1";"1";"sound";"Thickness";"kalin";"n/a";NA;NA;NA;NA;"Birincisi biraz daha b̦yle kalin bir ses ";"The first one is like a little more thick sound ";NA;NA;NA;"Turkish"
"6656";"tur24";"00:03:29.938";"5";"1";"none";"Thickness";"ince";"n/a";NA;NA;NA;NA;"Birincisi ikincisinden daha ince";"The first one is more thin than the second one";NA;NA;NA;"Turkish"
"6668";"tur24";"00:05:25.905";"7";"1";"none";"Thickness";"kalin ";"1";"none";"open";1;NA;"Birincisi digerinden kalin";"The first one is thicker than the other one";NA;NA;NA;"Turkish"
"6674";"tur24";"00:06:13.144";"8";"1";"voice";"Thickness";"kalin";"1";"none";"other";1;NA;"Birincisi erkek sesi, mm... kalin";"The first one is a male voice, mm... thick";NA;NA;NA;"Turkish"
"6678";"tur24";"00:06:22.478";"8";"2";"voice";"Thickness";"ince";"1";"none";"none";1;NA;"Ikincisi kadin sesi, daha ince";"The second one is a female voice, more thin";NA;NA;NA;"Turkish"
"6684";"tur24";"00:06:46.079";"9";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Birincisi daha kalin";"The first one is more thick";NA;NA;NA;"Turkish"
"6688";"tur24";"00:06:56.760";"9";"2";"none";"Thickness";"kalin";"1";"none";"none";1;NA;"Birtanesi baya b̦yle kalin geliyor";"One of the them seems like quite thick";NA;NA;NA;"Turkish"
"6694";"tur24";"00:07:26.840";"10";"1";"none";"Thickness";"ince";"1";"none";"other";1;NA;"Birincisi daha ince";"The first one is more thin";NA;NA;NA;"Turkish"
"6698";"tur24";"00:07:36.051";"10";"2";"none";"Thickness";"kalin";"1";"none";"open";2;NA;"Baya kalin";"Quite thick";NA;NA;NA;"Turkish"
"6718";"tur24";"00:10:44.340";"13";"1";"none";"Thickness";"kalin";"1";"none";"wide grip";1;NA;"Daha kalin";"More thick";NA;NA;NA;"Turkish"
"6736";"tur24";"00:13:56.013";"16";"1";"none";"Thickness";"ince";"1";"none";"open";2;NA;"Birincisi eh... daha b̦yle eh... ince";"The first one is like more thin";NA;NA;NA;"Turkish"
"6740";"tur24";"00:13:59.237";"16";"2";"none";"Thickness";"kalin";"1";"none";"other";1;NA;"Ikincisi daha kalin";"The second one is more thick";NA;NA;NA;"Turkish"
"6754";"tur24";"00:15:15.669";"17";"1";"voice";"Thickness";"kalin";"1";"none";"wide grip";2;NA;"Ikincisi erkek sesi ve o da cok kalin";"The second one is a male voice and it is very thick";NA;NA;NA;"Turkish"
"6760";"tur24";"00:15:39.067";"18";"1";"voice";"Thickness";"kalin";"1";"none";"narrow grip";1;NA;"Yine b̦yle ses titriyormus gibi ve kalin";"Again its like the sound is tremnbling and its thick";NA;NA;NA;"Turkish"
